ID,year,从业人数,资产总额,负债总额,营业总收入,主营业务收入,利润总额,净利润,纳税总额,所有者权益合计
8972,2015.0,932.0,20240.0,28980.0,8096.0,4048.0,2428.8,-809.6,0.0,-8740.0
9095,2015.0,1000.0,264000.0,514800.0,26400.0,15840.0,2640.0,-2640.0,0.0,-250800.0
9124,2015.0,865.0,1440.0,1440.0,1584.0,950.4,792.0,-158.4,0.0,0.0
9476,2015.0,258.0,376740.0,367080.0,1808352.0,904176.0,723340.8,-180835.2,0.0,9660.0
9542,2015.0,278.0,69200.0,30275.0,117640.0,70584.0,47056.0,-11764.0,0.0,38925.0
9663,2015.0,704.0,84600.0,41595.0,338400.0,169200.0,,-33840.0,0.0,43005.0
9998,2015.0,268.0,97200.0,44550.0,476280.0,238140.0,47628.0,-47628.0,0.0,52650.0
10470,2015.0,729.0,36640.0,32060.0,179536.0,89768.0,17953.6,-17953.6,,4580.0
10813,2015.0,437.0,248250.0,476640.0,24825.0,14895.0,12412.5,-2482.5,0.0,-228390.0
10869,2015.0,307.0,301620.0,292480.0,1176318.0,823422.6,470527.2,-117631.8,0.0,9140.0
10994,2015.0,308.0,271080.0,395325.0,813240.0,406620.0,243972.0,-81324.0,0.0,-124245.0
10995,2015.0,387.0,278880.0,136950.0,892416.0,446208.0,446208.0,-89241.6,0.0,141930.0
10999,2015.0,972.0,73080.0,35670.0,7308.0,4384.8,3654.0,-730.8,0.0,37410.0
11796,2015.0,930.0,49520.0,21665.0,133704.0,66852.0,40111.2,-13370.4,0.0,27855.0
12192,2015.0,823.0,33840.0,15510.0,67680.0,33840.0,27072.0,-6768.0,0.0,18330.0
12233,2015.0,866.0,22000.0,39600.0,52800.0,42240.0,5280.0,-5280.0,0.0,-17600.0
12404,2015.0,648.0,57000.0,102600.0,285000.0,171000.0,85500.0,-28500.0,0.0,-45600.0
12418,2015.0,819.0,21600.0,10560.0,2160.0,1080.0,1080.0,-216.0,0.0,11040.0
12660,2015.0,163.0,86000.0,38700.0,111800.0,67080.0,44720.0,-11180.0,0.0,47300.0
13491,2015.0,521.0,37920.0,49770.0,151680.0,60672.0,15168.0,-15168.0,0.0,-11850.0
13593,2015.0,20.0,4320.0,3960.0,12528.0,10022.4,6264.0,,0.0,360.0
13957,2015.0,186.0,310830.0,151430.0,1460901.0,584360.4,438270.3,-146090.1,,159400.0
14254,2015.0,726.0,88000.0,41800.0,26400.0,21120.0,2640.0,-2640.0,0.0,46200.0
14485,2015.0,742.0,319050.0,623920.0,670005.0,469003.5,268002.0,-67000.5,0.0,-304870.0
14520,2015.0,581.0,11000.0,14850.0,31900.0,25520.0,9570.0,-3190.0,0.0,-3850.0
14555,2015.0,871.0,3900.0,3250.0,13260.0,6630.0,1326.0,-1326.0,0.0,650.0
15099,2015.0,36.0,48780.0,69105.0,39024.0,23414.4,15609.6,-3902.4,0.0,-20325.0
15197,2015.0,501.0,177930.0,257010.0,871857.0,610299.9,174371.4,-87185.7,0.0,-79080.0
15385,2015.0,752.0,53460.0,77760.0,10692.0,5346.0,4276.8,-1069.2,0.0,-24300.0
15416,2015.0,523.0,113040.0,51810.0,113040.0,45216.0,22608.0,-11304.0,0.0,61230.0
15685,2015.0,273.0,27950.0,25800.0,16770.0,8385.0,6708.0,-1677.0,0.0,2150.0
15886,2015.0,526.0,50400.0,49500.0,85680.0,59976.0,8568.0,-8568.0,0.0,900.0
16069,2015.0,788.0,1920.0,1440.0,4992.0,2995.2,1996.8,-499.2,0.0,480.0
16326,2015.0,920.0,6420.0,4815.0,22470.0,17976.0,11235.0,-2247.0,0.0,1605.0
16758,2015.0,610.0,9200.0,4140.0,33120.0,16560.0,3312.0,-3312.0,0.0,5060.0
16884,2015.0,872.0,547950.0,539520.0,2246595.0,1123297.5,1123297.5,-224659.5,0.0,8430.0
16999,2015.0,767.0,498300.0,489240.0,1993200.0,996600.0,199320.0,-199320.0,0.0,9060.0
17641,2015.0,899.0,114800.0,109060.0,275520.0,137760.0,137760.0,-27552.0,0.0,5740.0
17646,2015.0,724.0,127400.0,121030.0,12740.0,10192.0,5096.0,-1274.0,0.0,6370.0
18216,2015.0,466.0,243000.0,352350.0,1142100.0,685260.0,114210.0,-114210.0,0.0,-109350.0
18366,2015.0,273.0,15300.0,13770.0,32130.0,25704.0,3213.0,-3213.0,0.0,1530.0
18509,2015.0,475.0,156960.0,75210.0,596448.0,298224.0,59644.8,-59644.8,0.0,81750.0
18837,2015.0,128.0,168480.0,159120.0,16848.0,11793.6,3369.6,-1684.8,0.0,9360.0
18932,2015.0,898.0,24850.0,48280.0,12425.0,6212.5,6212.5,-1242.5,0.0,-23430.0
19112,2015.0,937.0,321750.0,315900.0,836550.0,501930.0,83655.0,-83655.0,0.0,5850.0
19317,2015.0,237.0,22560.0,21150.0,24816.0,14889.6,7444.8,-2481.6,0.0,1410.0
19501,2015.0,91.0,38880.0,55890.0,151632.0,106142.4,60652.8,-15163.2,0.0,-17010.0
19559,2015.0,528.0,23940.0,9975.0,59850.0,29925.0,5985.0,-5985.0,0.0,13965.0
19651,2015.0,709.0,13860.0,,56826.0,34095.6,11365.2,-5682.6,0.0,-3465.0
19876,2015.0,851.0,59880.0,74850.0,101796.0,40718.4,50898.0,-10179.6,0.0,-14970.0
20333,2015.0,320.0,35100.0,17280.0,38610.0,30888.0,11583.0,-3861.0,0.0,17820.0
20540,2015.0,680.0,112000.0,165000.0,448000.0,268800.0,44800.0,-44800.0,0.0,-53000.0
20686,2015.0,519.0,133920.0,257920.0,,337478.4,96422.4,-48211.2,0.0,-124000.0
20812,2015.0,388.0,11250.0,15000.0,45000.0,18000.0,22500.0,,0.0,-3750.0
20853,2015.0,724.0,53790.0,52160.0,37653.0,22591.8,18826.5,-3765.3,0.0,1630.0
20921,2015.0,103.0,352380.0,515985.0,1127616.0,789331.2,451046.4,-112761.6,0.0,-163605.0
21044,2015.0,318.0,65880.0,64050.0,250344.0,125172.0,100137.6,-25034.4,0.0,1830.0
21593,2015.0,415.0,112560.0,161805.0,258888.0,207110.4,25888.8,-25888.8,0.0,-49245.0
21913,2015.0,307.0,15600.0,6500.0,53040.0,31824.0,15912.0,-5304.0,0.0,9100.0
21933,2015.0,32.0,137900.0,256100.0,620550.0,310275.0,124110.0,-62055.0,0.0,-118200.0
21985,2015.0,393.0,3420.0,0.0,684.0,273.6,136.8,-68.4,0.0,3420.0
22166,2015.0,937.0,94500.0,135000.0,179550.0,107730.0,89775.0,-17955.0,0.0,-40500.0
22549,2015.0,644.0,199920.0,97580.0,319872.0,159936.0,31987.2,-31987.2,0.0,102340.0
22785,2015.0,424.0,141570.0,68640.0,608751.0,304375.5,60875.1,-60875.1,0.0,72930.0
22869,2015.0,653.0,124740.0,115830.0,561330.0,392931.0,56133.0,-56133.0,0.0,8910.0
23208,2015.0,710.0,74620.0,69290.0,223860.0,156702.0,111930.0,-22386.0,0.0,5330.0
23245,2015.0,481.0,422400.0,415360.0,506880.0,202752.0,50688.0,-50688.0,0.0,7040.0
23491,2015.0,589.0,172480.0,249480.0,413952.0,331161.6,82790.4,-41395.2,0.0,-77000.0
23961,2015.0,25.0,11920.0,2980.0,53640.0,37548.0,10728.0,-5364.0,0.0,8940.0
24265,2015.0,538.0,16460.0,4115.0,60902.0,36541.2,24360.8,-6090.2,0.0,12345.0
24611,2015.0,790.0,466080.0,912740.0,885552.0,619886.4,88555.2,-88555.2,0.0,-446660.0
24623,2015.0,616.0,62000.0,83700.0,,177940.0,76260.0,-25420.0,0.0,-21700.0
25111,2015.0,394.0,35000.0,47250.0,87500.0,43750.0,35000.0,-8750.0,0.0,-12250.0
25208,2015.0,373.0,304040.0,297130.0,1094544.0,656726.4,437817.6,-109454.4,0.0,6910.0
25529,2015.0,283.0,124800.0,115200.0,349440.0,244608.0,174720.0,-34944.0,0.0,9600.0
25732,2015.0,400.0,207900.0,396000.0,1018710.0,407484.0,407484.0,-101871.0,0.0,-188100.0
25947,2015.0,513.0,212400.0,415360.0,637200.0,318600.0,318600.0,-63720.0,0.0,-202960.0
26293,2015.0,984.0,36600.0,17995.0,164700.0,65880.0,82350.0,-16470.0,0.0,18605.0
26448,2015.0,172.0,86240.0,41160.0,206976.0,124185.6,62092.8,-20697.6,0.0,45080.0
26730,2015.0,725.0,90000.0,43875.0,9000.0,5400.0,2700.0,-900.0,0.0,46125.0
26885,2015.0,93.0,223680.0,438040.0,22368.0,13420.8,8947.2,-2236.8,0.0,-214360.0
26888,2015.0,877.0,59820.0,49850.0,23928.0,9571.2,4785.6,-2392.8,0.0,9970.0
27003,2015.0,361.0,98280.0,92820.0,216216.0,172972.8,86486.4,-21621.6,0.0,5460.0
27258,2015.0,816.0,8910.0,7920.0,35640.0,17820.0,17820.0,-3564.0,0.0,990.0
27622,2015.0,138.0,131880.0,183690.0,303324.0,212326.8,60664.8,-30332.4,0.0,-51810.0
27678,2015.0,832.0,35880.0,29900.0,17940.0,14352.0,3588.0,-1794.0,0.0,5980.0
27935,2015.0,406.0,33120.0,58880.0,149040.0,59616.0,59616.0,-14904.0,0.0,-25760.0
28415,2015.0,237.0,199160.0,191500.0,338572.0,135428.8,33857.2,-33857.2,0.0,7660.0
28529,2015.0,128.0,31120.0,35010.0,77800.0,54460.0,15560.0,-7780.0,0.0,-3890.0
29118,2015.0,174.0,21320.0,31365.0,31980.0,19188.0,15990.0,-3198.0,0.0,-10045.0
29357,2015.0,274.0,99120.0,90860.0,277536.0,194275.2,83260.8,-27753.6,0.0,8260.0
29403,2015.0,992.0,119160.0,225080.0,500472.0,350330.4,200188.8,-50047.2,0.0,-105920.0
29427,2015.0,576.0,161280.0,307200.0,370944.0,296755.2,37094.4,-37094.4,0.0,-145920.0
29593,2015.0,45.0,172000.0,163400.0,51600.0,36120.0,20640.0,-5160.0,0.0,8600.0
29601,2015.0,925.0,6640.0,9960.0,19920.0,11952.0,5976.0,-1992.0,0.0,-3320.0
29967,2015.0,862.0,277800.0,136585.0,166680.0,133344.0,50004.0,-16668.0,0.0,141215.0
29976,2015.0,775.0,169120.0,326160.0,236768.0,118384.0,118384.0,-23676.8,0.0,-157040.0
28,2016.0,396.0,73800.0,71750.0,346860.0,173430.0,173430.0,-34686.0,0.0,2050.0
230,2016.0,365.0,53760.0,50400.0,155904.0,124723.2,46771.2,-15590.4,0.0,3360.0
429,2016.0,678.0,531850.0,783270.0,1329625.0,531850.0,132962.5,-132962.5,0.0,-251420.0
693,2016.0,366.0,41800.0,66880.0,183920.0,91960.0,36784.0,-18392.0,0.0,-25080.0
727,2016.0,872.0,130800.0,183120.0,483960.0,241980.0,48396.0,-48396.0,0.0,-52320.0
990,2016.0,177.0,16880.0,4220.0,75960.0,30384.0,7596.0,-7596.0,0.0,12660.0
1137,2016.0,750.0,94080.0,91840.0,272832.0,109132.8,109132.8,-27283.2,0.0,2240.0
1274,2016.0,122.0,321000.0,315650.0,256800.0,179760.0,51360.0,-25680.0,0.0,5350.0
1560,2016.0,143.0,224000.0,325500.0,560000.0,280000.0,224000.0,-56000.0,0.0,-101500.0
1873,2016.0,354.0,191100.0,369460.0,267540.0,133770.0,133770.0,-26754.0,0.0,-178360.0
2260,2016.0,176.0,108360.0,198660.0,32508.0,16254.0,3250.8,-3250.8,0.0,-90300.0
2694,2016.0,135.0,19440.0,34020.0,9720.0,3888.0,2916.0,-972.0,0.0,-14580.0
2992,2016.0,70.0,24030.0,32040.0,31239.0,12495.6,12495.6,-3123.9,0.0,-8010.0
3261,2016.0,998.0,177920.0,86180.0,444800.0,266880.0,44480.0,-44480.0,0.0,91740.0
3313,2016.0,109.0,535040.0,790020.0,2354176.0,1883340.8,706252.8,-235417.6,0.0,-254980.0
3537,2016.0,932.0,13350.0,17800.0,5340.0,2670.0,1068.0,-534.0,0.0,-4450.0
3719,2016.0,978.0,209220.0,101440.0,271986.0,135993.0,108794.4,-27198.6,0.0,107780.0
3720,2016.0,255.0,33280.0,65280.0,143104.0,57241.6,14310.4,-14310.4,0.0,-32000.0
3742,2016.0,769.0,139500.0,131750.0,502200.0,351540.0,150660.0,-50220.0,0.0,7750.0
3770,2016.0,780.0,48200.0,19280.0,62660.0,37596.0,31330.0,-6266.0,0.0,28920.0
4107,2016.0,660.0,478800.0,470820.0,2010960.0,804384.0,804384.0,-201096.0,0.0,7980.0
4321,2016.0,734.0,455950.0,447660.0,820710.0,410355.0,246213.0,-82071.0,0.0,8290.0
4911,2016.0,196.0,613500.0,907980.0,245400.0,122700.0,49080.0,-24540.0,0.0,-294480.0
5267,2016.0,315.0,18100.0,24435.0,38010.0,15204.0,7602.0,-3801.0,0.0,-6335.0
5646,2016.0,209.0,5520.0,2645.0,4416.0,3532.8,1324.8,-441.6,0.0,2875.0
6172,2016.0,150.0,47040.0,45570.0,61152.0,48921.6,24460.8,-6115.2,0.0,1470.0
6357,2016.0,672.0,219000.0,430700.0,1095000.0,657000.0,547500.0,-109500.0,0.0,-211700.0
6370,2016.0,572.0,8260.0,7080.0,,15611.4,11151.0,-2230.2,0.0,1180.0
7662,2016.0,901.0,310200.0,601600.0,186120.0,74448.0,18612.0,,0.0,-291400.0
7706,2016.0,,5220.0,9280.0,24012.0,16808.4,4802.4,-2401.2,0.0,-4060.0
7824,2016.0,968.0,118950.0,111020.0,344955.0,241468.5,103486.5,-34495.5,0.0,7930.0
7865,2016.0,665.0,311760.0,303100.0,561168.0,392817.6,56116.8,-56116.8,0.0,8660.0
8444,2016.0,116.0,25600.0,23040.0,69120.0,41472.0,34560.0,-6912.0,0.0,2560.0
8492,2016.0,366.0,18720.0,24960.0,7488.0,3744.0,748.8,-748.8,0.0,-6240.0
8608,2016.0,254.0,351560.0,343570.0,1019524.0,713666.8,305857.2,-101952.4,0.0,7990.0
8663,2016.0,622.0,27600.0,26680.0,27600.0,13800.0,13800.0,-2760.0,0.0,920.0
8854,2016.0,820.0,258390.0,250560.0,439263.0,175705.2,87852.6,-43926.3,0.0,7830.0
8872,2016.0,431.0,666000.0,328560.0,3330000.0,2664000.0,1665000.0,-333000.0,0.0,337440.0
8972,2016.0,548.0,11040.0,5060.0,52992.0,21196.8,5299.2,-5299.2,0.0,5980.0
9095,2016.0,650.0,59400.0,105600.0,136620.0,109296.0,54648.0,-13662.0,0.0,-46200.0
9124,2016.0,649.0,3840.0,5040.0,7680.0,5376.0,3072.0,-768.0,0.0,-1200.0
9476,2016.0,542.0,135240.0,125580.0,419244.0,293470.8,209622.0,-41924.4,0.0,9660.0
9542,2016.0,730.0,155700.0,220575.0,,298944.0,49824.0,-49824.0,0.0,-64875.0
9663,2016.0,472.0,73320.0,107865.0,190632.0,95316.0,19063.2,-19063.2,0.0,-34545.0
9998,2016.0,747.0,113400.0,157950.0,476280.0,381024.0,47628.0,-47628.0,0.0,-44550.0
10470,2016.0,226.0,82440.0,77860.0,313272.0,250617.6,31327.2,-31327.2,0.0,4580.0
10813,2016.0,292.0,178740.0,253215.0,71496.0,42897.6,28598.4,-7149.6,0.0,-74475.0
10869,2016.0,593.0,109680.0,50270.0,120648.0,72388.8,48259.2,-12064.8,0.0,59410.0
10994,2016.0,597.0,150600.0,71535.0,602400.0,301200.0,180720.0,-60240.0,0.0,79065.0
10995,2016.0,526.0,373500.0,737040.0,1232550.0,739530.0,123255.0,-123255.0,0.0,-363540.0
10999,2016.0,474.0,104400.0,51330.0,407160.0,285012.0,203580.0,-40716.0,0.0,53070.0
11796,2016.0,477.0,167130.0,80470.0,300834.0,120333.6,150417.0,-30083.4,0.0,86660.0
12192,2016.0,542.0,33840.0,46530.0,77832.0,38916.0,31132.8,-7783.2,0.0,-12690.0
12233,2016.0,917.0,6600.0,6600.0,25080.0,20064.0,10032.0,-2508.0,0.0,0.0
12404,2016.0,269.0,85500.0,159600.0,307800.0,153900.0,61560.0,-30780.0,0.0,-74100.0
12418,2016.0,332.0,38400.0,56880.0,180480.0,72192.0,18048.0,-18048.0,0.0,-18480.0
12660,2016.0,787.0,206400.0,296700.0,309600.0,123840.0,154800.0,-30960.0,0.0,-90300.0
13491,2016.0,469.0,23700.0,37920.0,21330.0,17064.0,6399.0,-2133.0,0.0,-14220.0
13593,2016.0,207.0,18720.0,9180.0,91728.0,45864.0,27518.4,-9172.8,0.0,9540.0
13957,2016.0,40.0,334740.0,490155.0,803376.0,642700.8,80337.6,-80337.6,0.0,-155415.0
14254,2016.0,279.0,242000.0,237600.0,822800.0,493680.0,329120.0,-82280.0,0.0,4400.0
14485,2016.0,650.0,70900.0,127620.0,70900.0,35450.0,35450.0,-7090.0,0.0,-56720.0
14520,2016.0,135.0,12100.0,22000.0,55660.0,22264.0,5566.0,-5566.0,0.0,-9900.0
14555,2016.0,742.0,3900.0,1625.0,18330.0,10998.0,5499.0,-1833.0,0.0,
15099,2016.0,323.0,108400.0,158535.0,130080.0,104064.0,65040.0,-13008.0,0.0,-50135.0
15197,2016.0,652.0,263600.0,257010.0,1318000.0,922600.0,263600.0,-131800.0,0.0,6590.0
15385,2016.0,257.0,38880.0,74520.0,66096.0,46267.2,13219.2,-6609.6,0.0,-35640.0
15416,2016.0,295.0,263760.0,127170.0,395640.0,316512.0,118692.0,-39564.0,0.0,136590.0
15685,2016.0,927.0,150500.0,74175.0,180600.0,144480.0,54180.0,-18060.0,0.0,76325.0
15886,2016.0,527.0,40500.0,79200.0,141750.0,70875.0,28350.0,-14175.0,0.0,-38700.0
16069,2016.0,560.0,8640.0,3840.0,864.0,518.4,259.2,-86.4,0.0,4800.0
16326,2016.0,617.0,9630.0,12840.0,45261.0,22630.5,22630.5,-4526.1,0.0,-3210.0
16758,2016.0,792.0,22080.0,42320.0,59616.0,23846.4,11923.2,-5961.6,0.0,-20240.0
16884,2016.0,654.0,118020.0,219180.0,472080.0,236040.0,236040.0,-47208.0,0.0,-101160.0
16999,2016.0,362.0,543600.0,1069080.0,163080.0,81540.0,81540.0,-16308.0,0.0,-525480.0
17641,2016.0,463.0,86100.0,120540.0,120540.0,72324.0,60270.0,-12054.0,0.0,-34440.0
17646,2016.0,185.0,159250.0,76440.0,732550.0,439530.0,219765.0,-73255.0,0.0,82810.0
18216,2016.0,173.0,170100.0,81000.0,680400.0,272160.0,340200.0,-68040.0,0.0,89100.0
18366,2016.0,347.0,22950.0,32130.0,11475.0,5737.5,5737.5,,0.0,-9180.0
18509,2016.0,306.0,340080.0,667080.0,1156272.0,925017.6,115627.2,-115627.2,0.0,-327000.0
18837,2016.0,212.0,187200.0,177840.0,786240.0,628992.0,393120.0,-78624.0,0.0,9360.0
18932,2016.0,310.0,5680.0,2485.0,5112.0,3578.4,2044.8,-511.2,0.0,3195.0
19112,2016.0,370.0,140400.0,269100.0,154440.0,123552.0,46332.0,-15444.0,0.0,-128700.0
19317,2016.0,34.0,21150.0,19740.0,63450.0,44415.0,12690.0,-6345.0,0.0,1410.0
19501,2016.0,845.0,21060.0,9720.0,86346.0,60442.2,25903.8,-8634.6,0.0,11340.0
19559,2016.0,355.0,139650.0,203490.0,432915.0,303040.5,173166.0,-43291.5,0.0,-63840.0
19651,2016.0,740.0,80850.0,117810.0,72765.0,43659.0,7276.5,-7276.5,0.0,-36960.0
19876,2016.0,119.0,119760.0,164670.0,47904.0,28742.4,23952.0,-4790.4,0.0,-44910.0
20333,2016.0,208.0,15120.0,7290.0,42336.0,16934.4,21168.0,-4233.6,0.0,7830.0
20540,2016.0,146.0,120000.0,236000.0,192000.0,76800.0,76800.0,-19200.0,0.0,-116000.0
20686,2016.0,39.0,248000.0,121520.0,1066400.0,639840.0,319920.0,-106640.0,0.0,126480.0
20812,2016.0,588.0,15000.0,22500.0,19500.0,9750.0,7800.0,-1950.0,0.0,-7500.0
20853,2016.0,359.0,78240.0,153220.0,328608.0,197164.8,65721.6,-32860.8,0.0,-74980.0
20921,2016.0,853.0,251700.0,243310.0,679590.0,475713.0,135918.0,-67959.0,0.0,8390.0
21044,2016.0,655.0,91500.0,89670.0,183000.0,91500.0,36600.0,-18300.0,0.0,1830.0
21593,2016.0,582.0,304850.0,150080.0,518245.0,207298.0,103649.0,-51824.5,0.0,154770.0
21913,2016.0,812.0,52000.0,74100.0,150800.0,60320.0,45240.0,-15080.0,0.0,-22100.0
21933,2016.0,80.0,295500.0,571300.0,620550.0,372330.0,62055.0,-62055.0,0.0,-275800.0
21985,2016.0,967.0,13680.0,15390.0,41040.0,32832.0,16416.0,-4104.0,0.0,-1710.0
22166,2016.0,30.0,108000.0,51750.0,334800.0,167400.0,100440.0,-33480.0,0.0,56250.0
22549,2016.0,495.0,285600.0,280840.0,856800.0,342720.0,171360.0,-85680.0,0.0,4760.0
22785,2016.0,983.0,154440.0,150150.0,216216.0,108108.0,108108.0,,0.0,4290.0
22869,2016.0,868.0,133650.0,249480.0,614790.0,368874.0,307395.0,-61479.0,0.0,-115830.0
23208,2016.0,43.0,127920.0,61295.0,550056.0,220022.4,165016.8,-55005.6,0.0,66625.0
23245,2016.0,954.0,563200.0,1112320.0,2421760.0,1937408.0,242176.0,-242176.0,0.0,-549120.0
23491,2016.0,977.0,462000.0,455840.0,508200.0,254100.0,254100.0,-50820.0,0.0,6160.0
23961,2016.0,772.0,71520.0,65560.0,71520.0,28608.0,28608.0,-7152.0,0.0,5960.0
24265,2016.0,118.0,24690.0,8230.0,111105.0,88884.0,11110.5,-11110.5,0.0,16460.0
24611,2016.0,961.0,252460.0,485500.0,732134.0,292853.6,366067.0,-73213.4,0.0,-233040.0
24623,2016.0,456.0,18600.0,18600.0,66960.0,26784.0,20088.0,-6696.0,0.0,0.0
25111,2016.0,863.0,77000.0,73500.0,184800.0,73920.0,36960.0,-18480.0,0.0,3500.0
25208,2016.0,743.0,414600.0,815380.0,580440.0,464352.0,58044.0,-58044.0,0.0,-400780.0
25529,2016.0,342.0,672000.0,1324800.0,1344000.0,940800.0,403200.0,-134400.0,0.0,-652800.0
25732,2016.0,527.0,158400.0,222750.0,126720.0,50688.0,38016.0,-12672.0,0.0,-64350.0
25947,2016.0,709.0,94400.0,134520.0,358720.0,143488.0,71744.0,-35872.0,0.0,-40120.0
26293,2016.0,978.0,39040.0,38430.0,19520.0,7808.0,5856.0,-1952.0,0.0,610.0
26448,2016.0,430.0,47040.0,21560.0,164640.0,115248.0,65856.0,-16464.0,0.0,25480.0
26730,2016.0,191.0,74250.0,144000.0,7425.0,3712.5,2970.0,-742.5,0.0,-69750.0
26885,2016.0,927.0,60580.0,27960.0,278668.0,195067.6,111467.2,-27866.8,0.0,32620.0
26888,2016.0,45.0,348950.0,677960.0,279160.0,111664.0,139580.0,-27916.0,0.0,-329010.0
27003,2016.0,599.0,152880.0,221130.0,168168.0,100900.8,67267.2,-16816.8,0.0,-68250.0
27258,2016.0,676.0,9900.0,4455.0,27720.0,19404.0,8316.0,-2772.0,0.0,5445.0
27622,2016.0,568.0,565200.0,1111560.0,1921680.0,768672.0,960840.0,-192168.0,0.0,-546360.0
27678,2016.0,948.0,167440.0,161460.0,267904.0,214323.2,80371.2,-26790.4,0.0,5980.0
27935,2016.0,454.0,110400.0,53360.0,452640.0,362112.0,135792.0,-45264.0,0.0,57040.0
28415,2016.0,188.0,428960.0,842600.0,943712.0,754969.6,471856.0,-94371.2,0.0,-413640.0
28529,2016.0,524.0,46680.0,77800.0,182052.0,91026.0,54615.6,-18205.2,0.0,-31120.0
29118,2016.0,108.0,28700.0,28290.0,126280.0,88396.0,12628.0,-12628.0,0.0,410.0
29357,2016.0,595.0,33040.0,37170.0,135464.0,67732.0,54185.6,-13546.4,0.0,-4130.0
29403,2016.0,200.0,46340.0,39720.0,125118.0,100094.4,12511.8,-12511.8,0.0,
29427,2016.0,42.0,307200.0,299520.0,122880.0,61440.0,36864.0,-12288.0,0.0,7680.0
